book_id,title,genre,description
148,Trigger,War|Historical Fiction|Military Fiction,"<Trigger> is Trigger is a thrilling naval adventure set during World War II, following Lieutenant Peter Harding and his crew on a perilous mission beneath the Mediterranean Sea."
149,The Zhukov briefing,Thriller|Espionage|Military Fiction,<The Zhukov briefing> is a military thriller involving a Soviet submarine's accident and the ensuing international espionage to uncover its secrets.
150,Contract,Thriller|Espionage,"<Contract> is Contract is a Cold War-era espionage thriller by Gerald Seymour, following a disgraced British officer's mission to facilitate the defection of a Soviet scientist from East Germany."
151,Airscream,Fiction|Thriller|Mystery,"<Airscream> is a compelling novel that delves into the aftermath of a catastrophic mid-air collision over Wellington, New Zealand, exploring the ensuing investigation and the complex interplay of politics, business, and personal vendettas."
152,I Heard the Owl Call My Name,Fiction|Historical Fiction|Classics|Young Adult,<I Heard the Owl Call My Name> is a novel by Margaret Craven that follows a young priest's journey of self-discovery in a remote First Nations community in British Columbia.
153,Solo,Thriller|Espionage|Action,"<Solo> is a thrilling tale of a concert pianist who moonlights as an international assassin, leading to a deadly pursuit by a vengeful British SAS officer."
154,The four swans: A novel of Cornwall 1795-7,Historical Fiction|Romance|Family Saga,"<The four swans: A novel of Cornwall 1795-7> is a historical novel by Winston Graham, the sixth in the Poldark series, set in late 18th-century Cornwall, focusing on the intertwined lives and romantic entanglements of Ross Poldark, his wife Demelza, and their acquaintances."
155,Lucianos Luck,Historical Fiction|Thriller|War Fiction,"<Lucianos Luck> is a World War II thriller by Jack Higgins, depicting the story of American gangster Charles ""Lucky"" Luciano's involvement in the Sicilian Mafia's resistance against Nazi forces."
156,Open Secret,Historical Fiction|Thriller,<Open Secret> is a gripping tale of espionage and political intrigue set in the aftermath of World War II.
157,Bahama Crisis,Thriller|Mystery|Adventure,"<Bahama Crisis> is a thriller novel by Desmond Bagley, following Tom Mangan, a Bahamian hotel owner, as he confronts a series of mysterious events threatening his business and family."
158,Men on white horses,Historical Fiction|Romance|Literary Fiction,"<Men on white horses> is a novel by Pamela Haines that explores the life of Edwina, a young woman from Edwardian Yorkshire, as she navigates the aftermath of the Great War and the challenges of the 1920s."
159,"The angry tide: A novel of Cornwall, 1798-9",Historical Fiction|Saga,"<The angry tide: A novel of Cornwall, 1798-9> is a historical novel set in late 18th-century Cornwall, focusing on Ross Poldark's political and personal struggles."
160,Storm warning,Historical Fiction|Adventure|War,<Storm warning> is a 1976 novel by Jack Higgins that follows a group of German expatriates attempting a perilous voyage from Brazil to Germany during World War II.
161,Seawitch,Thriller|Adventure|Action,"<Seawitch> is a thriller novel by Alistair MacLean, set on a sophisticated oil rig in the Gulf of Mexico, where a billionaire's innovative venture faces sabotage from rivals seeking revenge."
162,The stranger from the sea: A novel of Cornwall 1810-1811,Historical Fiction|Romance,"<The stranger from the sea: A novel of Cornwall 1810-1811> is a novel by Winston Graham that continues the Poldark family saga, focusing on the lives of Ross and Demelza's children, Jeremy and Clowance, as they navigate love and danger in early 19th-century Cornwall."
163,"Miller's Dance: A Novel of Cornwall, 1812-1813",Historical Fiction|Romance|Saga,"<Miller's Dance: A Novel of Cornwall, 1812-1813> is a novel by Winston Graham that continues the Poldark series, exploring the lives and loves of the Poldark and Warleggan families in early 19th-century Cornwall."
164,The phoenix tree,Historical Fiction|War Fiction|Spy Fiction,"<The phoenix tree> is a novel by Jon Cleary set in Japan during the final days of World War II, following two undercover agents on a mission to identify members of the Peace Faction amidst the devastation of Hiroshima and Nagasaki."
165,White Gold Wielder,Fantasy,<White Gold Wielder> is the final book in Stephen R.
166,How to Shoot an Amateur Naturalist,Nonfiction|Nature|Humor|Travel,"<How to Shoot an Amateur Naturalist> is a humorous account of Gerald Durrell's year-long journey with his wife and a BBC film crew to film the television series ""The Amateur Naturalist,"" traversing diverse ecosystems from the Canadian Rockies to Panama, South Africa, and the British Isles."
167,Kootenay Kidnapper,Mystery|Young Adult|Children's Fiction,"<Kootenay Kidnapper> is a mystery novel by Eric Wilson, featuring young detectives Tom and Liz Austen as they investigate the disappearance of a young girl and the kidnapping of a boy in British Columbia's Kootenay Valley."
168,Final Decree,Fantasy|Action & Adventure|Dark Fantasy,"<Final Decree> is a fantasy novel by Shami Stovall set in the Kingdom of Luka, where the God-King's decrees transform lawbreakers into monstrous creatures."
169,Chapter of Echoes,General Fiction,"<Chapter of Echoes> is a sequel to ""Chapter of Innocence,"" following Eva Bower's journey from Yorkshire to Paris and London in the early 1960s."
170,Family business,Fiction,"<Family business> is a novel by Anna Murdoch that chronicles the McLean family's journey from a small-town newspaper to a vast media empire, exploring themes of ambition, power, and familial relationships."
171,The Family Mashber,Fiction|Jewish Literature|Historical Fiction|Magical Realism,"<The Family Mashber> is a novel by Der Nister that portrays the decline of a Jewish family in a late 19th-century Eastern European town, blending social satire, kabbalistic allegory, and elements of magical realism."
172,The cloning of Joanna May,Science Fiction|Feminist Fiction,"<The cloning of Joanna May> is a science fiction novel by Fay Weldon that explores themes of identity, autonomy, and the consequences of scientific intervention in human life."
173,Darcys Utopia,Fiction|Satire|Political Fiction,"<Darcys Utopia> is a satirical novel by Fay Weldon that explores a utopian society envisioned by Eleanor Darcy, a media sensation advocating for the abolition of money and societal norms."
174,Well of Time Uk,Fantasy|Historical Fiction,"<Well of Time Uk> is a tale of Ingrid, a young Viking girl chosen by Odin to embark on a perilous quest to save her village from the Grey Folk, the undead Norse who rise from the bogs to plague the townspeople."
175,A song at twilight,Thriller|Espionage|Spy Thriller,"<A song at twilight> is a spy thriller set in London, Moscow, and Leningrad, following a discredited MI6 officer's attempt to expose a British Prime Minister's ties to the Soviet Government."
176,The Raven on the Water,Mystery|Fiction,"<The Raven on the Water> is a mystery novel by Andrew Taylor, published in 1991, that follows Peter Redburn as he confronts the tragic events of his childhood during a reunion with old friends."
177,Wall games,Historical Fiction|Thriller,"<Wall games> is a historical thriller set in Berlin during the early days of glasnost, following CIA agent Harry Benjamin as he navigates espionage and personal entanglements in a city divided by the Berlin Wall."
178,The Colours of Her Day,Historical Fiction|Romance,"<The Colours of Her Day> is a historical fiction novel by Valerie Blumenthal, set in the Lake District, following Rosaleen Ruddock, an innkeeper's daughter, whose life changes after meeting Sir Frederick Walton, a cultured man and friend of John Ruskin."
179,Alistair MacLean's Night Watch,Thriller|Action|Espionage|Adventure,"<Alistair MacLean's Night Watch> is a thrilling adventure where UNACO agents Mike Graham, C.W."
180,Headhunter: A novel,Fiction|Fantasy|Dystopian|Literary Fiction,"<Headhunter: A novel> is a dystopian tale set in Toronto, where a schizophrenic spiritualist inadvertently releases the malevolent Kurtz from Joseph Conrad's 'Heart of Darkness,' leading to a battle against societal decay."
181,To Play the King,Political Thriller|Fiction,<To Play the King> is a political thriller by Michael Dobbs that delves into the power struggle between Prime Minister Francis Urquhart and the newly crowned King of Britain.
182,Affliction,Fiction|Literary Fiction|Mystery,"<Affliction> is a novel by Russell Banks that delves into the life of Wade Whitehouse, a man grappling with personal demons and a troubled past in a small New Hampshire town."
183,Wicked women: A collection of short stories,Fiction|Short Stories|Feminism|Contemporary British Literature,"<Wicked women: A collection of short stories> is a compilation of twenty satirical tales by Fay Weldon that explore themes of love, relationships, and social dynamics with a sharp feminist perspective."
184,"One good story, that one: Stories",Short Stories|Fiction|Indigenous|Humor,"<One good story, that one: Stories> is a collection of short stories by Thomas King that blend Native oral traditions with humor and contemporary themes."
185,The Dixon Cornbelt League and other baseball stories,Sports Fiction|Fantasy|Short Stories,<The Dixon Cornbelt League and other baseball stories> is a collection of nine short stories by W.
186,Cocaine nights,Science fiction|Dystopian fiction|Crime fiction,<Cocaine nights> is <Cocaine Nights> is a novel by J.G.
